MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
4.74,42.0,5.105541,1.023747,1136.0,2.997361,33.9,-118.36,2.3
3.9485,32.0,4.571429,0.974026,565.0,2.445887,33.9,-118.35,2.3
2.6689,12.0,2.929515,1.068429,7429.0,2.181791,33.91,-118.34,1.923
5.3292,34.0,5.540323,0.967742,906.0,3.653226,33.92,-118.29,1.555
2.6312,28.0,4.169312,1.058201,891.0,2.357143,33.9,-118.31,1.713
4.1458,35.0,5.141487,1.014388,1192.0,2.858513,33.89,-118.31,2.315
5.1669,44.0,5.220884,1.012048,695.0,2.791165,33.89,-118.32,2.206
2.8777,13.0,3.60875,1.06625,2197.0,2.74625,33.9,-118.35,2.079
3.6486,29.0,4.298246,1.035088,2175.0,3.179825,33.89,-118.35,2.29
3.0833,25.0,4.272947,1.062802,1371.0,3.311594,33.89,-118.35,2.327
5.9499,25.0,5.134276,0.957597,695.0,2.45583,33.92,-118.4,3.458
5.0596,38.0,5.376414,1.009693,1455.0,2.350565,33.93,-118.41,3.639
5.2338,38.0,5.748,1.088,590.0,2.36,33.92,-118.41,3.58
5.0594,41.0,5.851986,1.00722,756.0,2.729242,33.92,-118.42,3.46
8.468,39.0,6.081579,1.063158,1044.0,2.747368,33.9,-118.41,4.721
9.0812,35.0,4.047458,0.989831,507.0,1.718644,33.89,-118.41,5.00001
7.9611,31.0,6.147059,1.033613,1149.0,2.413866,33.89,-118.4,5.00001
5.5335,21.0,6.113924,1.088608,417.0,2.639241,33.88,-118.37,3.426
6.5755,23.0,5.13764,0.929775,891.0,2.502809,33.87,-118.37,3.599
7.521,19.0,5.804921,1.026362,1329.0,2.335677,33.87,-118.39,3.404
8.0015,35.0,5.408163,0.97449,444.0,2.265306,33.88,-118.4,5.00001
6.3231,45.0,4.434322,1.052966,842.0,1.783898,33.87,-118.4,5.00001
5.1677,18.0,4.144811,1.09815,2286.0,1.839099,33.86,-118.4,3.808
4.9384,28.0,5.00565,1.048588,2131.0,2.40791,33.85,-118.38,3.781
4.6048,34.0,3.679443,1.069686,946.0,1.648084,33.82,-118.43,5.00001
5.7422,37.0,5.836449,1.018692,583.0,2.724299,33.86,-118.36,3.307
6.1599,34.0,5.833333,0.975845,1278.0,3.086957,33.85,-118.37,3.412
3.703,22.0,3.881607,1.116984,6664.0,2.348132,33.84,-118.36,3.613
5.3773,27.0,5.836331,1.088129,1572.0,2.827338,33.84,-118.37,3.79
5.6013,35.0,5.771429,0.993878,1439.0,2.936735,33.83,-118.36,3.502
5.5023,5.0,5.167658,1.061831,5272.0,2.089576,33.83,-118.33,2.864
5.0814,25.0,5.294043,1.054499,2123.0,2.690748,33.8,-118.34,4.468
5.878,39.0,6.335601,1.006803,1319.0,2.99093,33.82,-118.37,3.878
6.0176,36.0,5.808962,1.054245,1125.0,2.653302,33.82,-118.37,3.527
8.5491,20.0,6.763699,1.047945,703.0,2.407534,33.81,-118.38,4.103
15.0001,34.0,8.783019,1.059748,1871.0,2.941824,33.76,-118.34,5.00001
2.6,36.0,3.7669,1.083916,773.0,1.801865,34.09,-118.36,3.136
15.0001,27.0,7.651923,0.980769,1351.0,2.598077,34.1,-118.4,5.00001
15.0001,45.0,10.370656,1.092664,857.0,3.30888,34.09,-118.4,5.00001
15.0001,52.0,9.867036,1.091413,1163.0,3.221607,34.07,-118.41,5.00001
5.3316,37.0,4.54893,1.077982,1291.0,1.974006,34.06,-118.39,5.00001
8.2961,52.0,6.588028,1.147887,646.0,2.274648,34.06,-118.4,5.00001
13.3036,50.0,7.660767,1.00295,964.0,2.843658,34.04,-118.49,5.00001
8.3839,52.0,8.061372,1.144404,769.0,2.776173,34.04,-118.5,5.00001
3.8571,37.0,4.411701,0.980498,1468.0,1.590466,34.03,-118.51,5.00001
3.3266,28.0,3.52102,1.021365,2313.0,1.594073,34.02,-118.5,4.833
3.6769,31.0,4.234899,1.084564,1208.0,1.621477,34.03,-118.49,4.5
2.5261,22.0,2.596674,1.004158,1106.0,2.299376,34.02,-118.48,3.75
3.2061,41.0,3.868263,1.112275,1058.0,1.583832,34.0,-118.48,3.7
2.7254,41.0,3.834829,0.985637,986.0,1.770197,34.02,-118.47,4.444
3.4583,41.0,4.582946,1.085271,1212.0,1.87907,34.02,-118.45,4.219
3.5909,38.0,4.263066,1.108014,1312.0,2.285714,34.02,-118.39,2.794
5.2035,40.0,5.839552,1.003731,826.0,3.08209,34.0,-118.39,4.857
4.85,34.0,5.356932,0.988201,872.0,2.572271,34.0,-118.4,3.294
5.4663,36.0,5.396476,0.938326,591.0,2.603524,33.99,-118.4,3.267
4.7031,43.0,3.891051,1.029183,1290.0,2.509728,34.01,-118.41,3.025
2.8797,33.0,3.577922,1.054113,2475.0,2.678571,34.01,-118.41,2.853
6.4504,35.0,5.242888,1.032823,1054.0,2.306346,34.11,-118.59,4.07
5.8735,35.0,5.811639,1.056662,1521.0,2.32925,34.11,-118.63,4.481
8.0137,9.0,7.734673,1.041211,12873.0,3.274739,34.16,-118.78,3.992
5.3749,16.0,7.783641,1.021108,1228.0,3.240106,34.17,-118.75,3.461
8.0144,16.0,8.19186,1.418605,970.0,5.639535,34.07,-118.86,5.00001
8.4476,21.0,7.53831,1.13556,1509.0,2.964637,34.04,-118.85,5.00001
6.83,28.0,6.748744,1.080402,487.0,2.447236,34.05,-118.78,5.00001
3.8803,6.0,5.762493,1.046603,6163.0,3.460415,34.58,-117.78,1.2
4.025,28.0,5.933884,1.024793,347.0,2.867769,34.68,-118.13,1.026
2.67,33.0,6.147887,1.246479,425.0,2.992958,34.65,-118.1,1.875
4.9806,5.0,7.257183,1.15417,4562.0,3.196917,34.7,-118.1,1.411
1.1296,34.0,4.356502,1.121076,1078.0,2.41704,34.7,-118.13,0.938
2.8194,33.0,6.275401,1.23262,1482.0,3.962567,34.71,-118.14,0.93
3.2699,34.0,4.828859,1.097315,708.0,2.375839,34.69,-118.14,1.0
3.9963,33.0,5.671975,1.038217,913.0,2.907643,34.65,-118.19,1.268
3.6382,25.0,7.772189,1.14497,1059.0,3.133136,34.66,-118.23,1.382
3.2125,19.0,5.207547,1.216981,314.0,2.962264,34.68,-118.27,1.854
3.3173,18.0,5.645373,1.123669,2837.0,2.323505,34.65,-118.29,2.184
2.7396,7.0,6.548077,1.201923,485.0,4.663462,34.59,-117.92,1.256
2.3958,33.0,4.941309,1.121896,1459.0,3.293454,34.6,-118.12,0.945
5.9508,16.0,6.039906,1.002347,1273.0,2.988263,34.64,-118.21,1.811
3.275,32.0,5.576779,1.146067,774.0,2.898876,34.58,-118.1,1.035
4.071,2.0,6.281395,1.232558,1368.0,3.181395,34.55,-118.01,1.374
6.1281,5.0,6.6125,1.089224,7270.0,3.133621,34.46,-118.52,2.362
6.8299,18.0,6.390244,0.942073,1044.0,3.182927,34.38,-118.54,2.621
5.6798,4.0,6.395641,1.190986,6902.0,2.549686,34.41,-118.56,3.209
1.9875,52.0,3.1875,0.90625,54.0,1.6875,34.32,-118.35,1.917
2.3482,26.0,20.336683,3.527638,571.0,2.869347,37.34,-119.53,1.795
3.5446,19.0,6.804574,1.27027,1164.0,2.419958,37.39,-119.59,1.065
2.7813,10.0,5.304786,1.032746,1003.0,2.526448,37.39,-119.66,1.241
2.2375,19.0,4.742105,0.963158,700.0,3.684211,36.94,-120.06,0.643
4.1544,16.0,6.405567,1.015905,1425.0,2.833002,36.95,-120.09,1.194
7.5,9.0,6.852632,0.931579,682.0,3.589474,38.15,-122.58,4.232
5.3962,23.0,6.897047,1.032721,3594.0,2.868316,38.11,-122.6,3.015
6.7232,5.0,7.437811,1.169154,555.0,2.761194,38.07,-122.55,3.45
4.6,21.0,5.386935,1.005025,840.0,2.110553,38.01,-122.56,2.395
6.4978,27.0,6.718329,0.958221,1928.0,2.598383,38.02,-122.55,3.615
2.8903,31.0,4.477459,1.073087,2962.0,2.023224,37.98,-122.52,3.242
3.293,31.0,4.788679,1.041509,1581.0,1.988679,37.98,-122.55,3.375
1.9063,52.0,1.55303,0.901515,228.0,1.727273,37.97,-122.53,2.0
2.6036,44.0,3.950549,1.047253,1831.0,2.012088,37.97,-122.53,2.875
3.9712,16.0,4.62454,1.029448,1986.0,2.43681,37.95,-122.47,1.875
4.9674,45.0,6.01,1.0625,926.0,2.315,37.99,-122.57,3.201
4.1711,38.0,5.440117,0.969815,2466.0,2.401168,37.99,-122.57,3.369
10.6272,36.0,8.394191,1.004149,653.0,2.709544,37.94,-122.56,5.00001
9.5551,29.0,5.626866,0.865672,151.0,2.253731,37.96,-122.64,5.00001
7.8904,33.0,7.082803,1.004777,1675.0,2.667197,37.95,-122.52,4.688
8.3935,36.0,7.004792,0.990415,1549.0,2.474441,37.96,-122.53,4.705
5.5385,43.0,6.972093,1.093023,970.0,2.255814,37.93,-122.54,4.318
14.5833,24.0,5.613333,0.853333,163.0,2.173333,37.92,-122.52,5.00001
6.641,2.0,5.483051,1.152542,203.0,1.720339,37.91,-122.51,3.1
4.4375,48.0,5.474725,1.010989,937.0,2.059341,37.9,-122.54,3.7
5.5951,30.0,5.920567,1.048227,1818.0,2.578723,37.91,-122.52,4.029
8.9248,37.0,6.463087,0.973154,721.0,2.419463,37.92,-122.56,5.00001
2.862,21.0,4.248096,1.066376,1949.0,2.120783,37.87,-122.51,2.584
2.9145,19.0,3.527473,1.086081,881.0,1.613553,37.85,-122.47,1.404
4.3194,43.0,6.200717,1.168459,629.0,2.25448,37.91,-122.69,2.387
1.398,14.0,5.654224,1.212181,1011.0,1.986248,37.51,-119.99,1.038
1.5,32.0,4.950943,1.188679,600.0,2.264151,37.47,-119.95,0.915
3.1771,15.0,6.549669,1.218543,406.0,2.688742,37.5,-119.8,1.219
3.5391,30.0,5.229469,1.294686,1500.0,3.623188,37.75,-119.55,0.559
2.8833,19.0,6.75,1.348684,424.0,2.789474,39.31,-123.15,1.542
2.5875,17.0,5.381188,1.257426,522.0,2.584158,39.25,-123.36,1.445
2.125,18.0,4.5,1.018519,115.0,2.12963,39.23,-123.18,1.75
3.5917,22.0,5.410526,1.021053,821.0,2.880702,39.21,-123.19,1.188
3.1563,17.0,6.095385,1.141538,773.0,2.378462,39.34,-123.81,2.77
3.4063,28.0,5.488372,1.139535,812.0,3.147287,38.99,-123.39,1.094
2.6275,17.0,4.746575,0.986301,1501.0,2.570205,39.18,-123.21,1.421
2.631,29.0,5.148024,1.027754,3595.0,3.023549,39.16,-123.22,1.096
1.8042,17.0,4.06015,0.992481,878.0,2.200501,39.14,-123.2,1.092
2.6058,40.0,3.885714,0.914286,785.0,4.485714,37.39,-120.71,0.727
2.6214,7.0,5.491089,1.049505,1374.0,2.720792,37.4,-120.84,1.038
3.7784,32.0,5.975207,1.076446,1580.0,3.264463,37.43,-120.84,1.645
2.6908,24.0,5.855204,1.004525,684.0,3.095023,37.37,-120.88,1.031
2.567,21.0,5.091935,1.027419,2268.0,3.658065,37.38,-120.64,0.704
3.2656,15.0,5.242792,1.106222,2014.0,3.056146,37.36,-120.62,0.835
1.5427,49.0,4.298969,1.05891,1956.0,2.880707,37.3,-120.48,0.885
1.2054,16.0,3.34375,0.991071,1277.0,5.700893,37.29,-120.47,0.609
1.7062,45.0,4.943503,1.048023,847.0,2.392655,37.26,-121.0,0.774
2.0216,17.0,4.581967,1.106557,560.0,2.295082,37.09,-121.02,1.125
2.5074,33.0,5.665441,1.150735,880.0,3.235294,36.94,-121.02,1.177
4.1779,3.0,7.461874,1.331155,1588.0,3.459695,37.08,-120.85,1.478
2.1434,42.0,6.631818,1.309091,1182.0,2.686364,41.78,-121.16,0.44
2.35,14.0,5.34188,1.162393,721.0,3.081197,38.51,-119.54,0.957
3.5469,15.0,5.829412,1.629412,419.0,2.464706,38.03,-118.98,0.825
2.35,15.0,6.337176,1.305476,899.0,2.590778,37.7,-118.45,1.078
4.2381,11.0,11.402899,2.02029,901.0,2.611594,37.64,-118.96,2.427
2.7367,21.0,4.10839,1.047942,4907.0,2.557061,36.69,-121.65,1.603
2.8942,45.0,4.456098,0.995122,1507.0,3.67561,36.67,-121.62,1.29
0.9914,10.0,3.63745,1.055777,508.0,2.023904,36.68,-121.66,1.475
5.0,26.0,5.768072,1.021084,2780.0,2.791165,36.67,-121.68,2.023
3.7766,19.0,5.138211,1.126016,2332.0,4.739837,36.88,-121.71,1.77
3.2969,18.0,5.526462,1.05571,1078.0,3.002786,36.81,-121.72,2.299
4.1696,30.0,6.083333,1.027778,1372.0,3.175926,36.74,-121.64,1.75
3.2652,12.0,4.39936,1.027447,12153.0,2.779735,36.72,-121.68,1.528
3.6286,52.0,5.59144,1.159533,836.0,3.252918,36.63,-121.62,1.655
6.1551,11.0,7.256158,1.030788,2327.0,2.865764,36.58,-121.67,2.918
7.6245,21.0,6.663823,0.994881,1528.0,2.607509,36.55,-121.7,3.366
2.8775,13.0,4.685864,1.08377,2474.0,4.317627,36.57,-121.42,1.341
5.6383,27.0,6.458418,1.054767,1121.0,2.273834,36.5,-121.73,3.77
3.1929,27.0,4.122905,0.98324,1156.0,3.22905,36.21,-121.13,1.379
3.0526,28.0,8.130769,1.915385,288.0,2.215385,36.16,-121.39,1.469
3.2375,25.0,3.392523,1.280374,411.0,1.920561,36.14,-121.62,4.5
3.7614,52.0,5.440217,1.038043,425.0,2.309783,36.62,-121.92,2.417
3.0379,47.0,4.829333,1.069333,948.0,2.528,36.62,-121.92,2.493
3.4327,52.0,5.126761,1.133803,313.0,2.204225,36.62,-121.92,2.545
3.3333,30.0,4.670968,1.077419,325.0,2.096774,36.62,-121.91,2.479
3.2952,30.0,4.972924,1.077617,1519.0,2.741877,36.61,-121.91,2.346
5.5519,35.0,6.416256,1.009852,1110.0,2.73399,36.6,-121.91,3.295
4.3269,34.0,5.534483,1.053161,1661.0,2.386494,36.59,-121.84,2.213
3.0,18.0,4.542615,1.035998,6071.0,3.21387,36.68,-121.8,1.622
3.6042,21.0,5.619883,1.005848,1051.0,3.073099,38.33,-122.31,1.833
3.9,25.0,5.744083,1.094675,1641.0,2.427515,38.3,-122.31,1.873
5.3351,14.0,7.714597,1.087146,1577.0,3.43573,38.29,-122.33,2.699
4.4861,35.0,7.033149,1.160221,555.0,3.066298,38.28,-122.21,2.693
4.2955,34.0,5.720588,1.007353,406.0,2.985294,38.17,-122.25,1.213
2.9375,17.0,5.021396,1.063063,1812.0,2.040541,38.16,-122.25,1.067
4.0337,23.0,6.094421,1.053648,1586.0,3.403433,38.16,-122.26,1.304
3.5781,33.0,6.641509,1.287736,520.0,2.45283,38.34,-122.4,2.425
5.5368,31.0,6.405959,1.068901,1538.0,2.86406,38.33,-122.23,3.259
3.6429,26.0,5.836111,1.083333,2171.0,6.030556,38.57,-122.44,1.597
2.5887,13.0,5.311005,1.033493,602.0,2.880383,39.08,-121.1,1.444
4.0848,8.0,6.350394,1.091864,1977.0,2.594488,39.13,-121.07,1.559
3.9185,12.0,6.625442,1.084806,806.0,2.848057,39.05,-121.03,1.952
5.0389,13.0,5.070093,1.060748,629.0,2.939252,39.1,-121.14,1.715
4.0333,10.0,4.857143,1.021429,354.0,2.528571,39.15,-121.1,1.615
3.7426,19.0,6.129288,1.047493,963.0,2.540897,39.18,-121.08,1.627
5.2359,9.0,6.703349,1.069378,955.0,2.284689,39.23,-121.2,2.133
3.1042,14.0,5.437838,1.010811,462.0,2.497297,39.18,-121.16,1.52
2.7813,35.0,5.49375,1.064583,1181.0,2.460417,39.23,-121.09,1.092
3.6607,23.0,6.296296,1.128395,1016.0,2.508642,39.18,-120.99,1.53
2.4283,49.0,6.169967,1.252475,1422.0,2.346535,39.26,-121.03,1.431
3.4028,14.0,5.614458,0.996988,894.0,2.692771,39.29,-121.06,1.718
3.1842,9.0,24.9,5.045455,294.0,2.672727,39.34,-120.25,1.625
5.5608,34.0,6.089552,0.981343,690.0,2.574627,33.94,-117.97,2.558
4.0893,35.0,5.26776,0.983607,1056.0,2.885246,33.94,-117.97,2.157
2.6123,37.0,4.179365,1.0,1904.0,3.022222,33.93,-117.95,1.613
3.6106,18.0,4.393468,1.026439,1590.0,2.472784,33.92,-117.95,1.536
4.3426,11.0,4.505764,1.017291,1594.0,2.29683,33.92,-117.95,1.413
5.1084,25.0,6.487026,1.08982,1452.0,2.898204,33.94,-117.94,3.038
2.2156,26.0,3.773077,1.038462,1236.0,2.376923,33.94,-117.94,1.45
5.583,27.0,6.876506,0.933735,2045.0,3.079819,33.94,-117.92,2.677
4.7222,21.0,5.428571,1.3,398.0,5.685714,33.92,-117.91,2.083
2.3935,14.0,4.762195,1.137195,609.0,1.856707,33.92,-117.89,1.25
6.5284,16.0,6.309735,0.955752,652.0,2.884956,33.9,-117.89,2.887
4.9743,19.0,5.412935,1.029851,1002.0,2.492537,33.9,-117.9,1.935
6.5635,10.0,6.982709,1.025937,1213.0,3.495677,33.9,-117.96,3.469
4.0288,35.0,5.333333,0.986842,893.0,3.916667,33.86,-117.93,1.84
2.1991,44.0,3.08,0.87,301.0,3.01,33.87,-117.92,1.911
7.875,30.0,7.550926,0.981481,523.0,2.421296,33.89,-117.91,3.519
3.4338,34.0,4.719064,0.976589,1040.0,3.478261,33.87,-117.9,1.952
3.3594,32.0,4.969298,0.947368,693.0,3.039474,33.87,-117.89,2.021
3.0465,32.0,4.064767,1.093264,835.0,2.163212,33.87,-117.89,1.489
2.6563,36.0,3.072607,0.920792,778.0,2.567657,33.86,-117.93,1.55
5.5867,35.0,5.350575,1.04023,516.0,2.965517,33.86,-117.93,1.825
3.3008,28.0,3.853591,1.099448,1220.0,3.370166,33.86,-117.89,1.938
3.6417,28.0,4.639432,1.069272,1682.0,2.987567,33.88,-117.87,2.043
4.6806,18.0,4.633803,1.014085,209.0,2.943662,33.86,-117.85,1.875
3.1534,19.0,5.352518,1.074341,1149.0,2.755396,33.86,-117.87,3.244
6.0132,23.0,6.815562,1.023055,1209.0,3.48415,33.88,-117.83,2.594
3.5625,18.0,5.782609,1.26087,95.0,4.130435,33.86,-117.81,2.35
5.3307,16.0,6.005353,1.019272,2624.0,2.809422,33.87,-117.78,1.696
6.057,21.0,6.674359,1.035897,1350.0,3.461538,33.85,-117.82,2.359
6.1504,16.0,6.935229,1.042654,2146.0,3.390205,33.86,-117.78,2.66
6.67,11.0,6.495068,0.998767,4409.0,2.718249,33.8,-117.79,2.832
8.2375,14.0,8.916364,1.076364,954.0,3.469091,33.83,-117.75,3.883
6.925,18.0,7.902004,1.055679,1506.0,3.35412,33.78,-117.8,2.903
6.2899,15.0,6.96144,1.053985,1140.0,2.930591,33.62,-117.65,2.75
3.4115,16.0,5.408719,1.050409,1202.0,1.637602,33.62,-117.64,1.848
4.7981,16.0,6.408537,1.067073,1003.0,3.057927,33.54,-117.67,1.708
3.7609,6.0,4.446479,1.015493,1695.0,2.387324,33.55,-117.67,2.223
11.0567,5.0,9.636036,1.187387,1862.0,3.354955,33.6,-117.58,4.954
10.9704,6.0,10.55814,2.372093,213.0,4.953488,33.69,-117.53,4.833
6.3401,7.0,7.269631,1.029328,2812.0,2.66036,33.46,-117.63,3.873
5.1024,28.0,5.210744,0.96281,609.0,2.516529,33.46,-117.66,3.127
6.3369,4.0,4.863732,0.849057,1408.0,2.951782,33.47,-117.63,2.56
10.3953,8.0,8.225071,1.0,1176.0,3.350427,33.58,-117.69,5.00001
8.163,10.0,6.0,1.0,128.0,2.098361,33.49,-117.67,2.5
8.3275,4.0,7.875,0.982143,705.0,3.147321,33.55,-117.69,3.842
7.1736,12.0,6.289003,0.997442,1054.0,2.695652,33.55,-117.7,2.621
7.3878,15.0,7.6875,1.15,962.0,3.00625,33.54,-117.71,3.183
4.877,6.0,4.782552,1.147135,1846.0,2.403646,33.57,-117.71,1.443
5.5507,17.0,6.539024,1.107317,830.0,2.02439,33.47,-117.71,3.457
7.9125,12.0,6.845238,0.97619,2042.0,3.472789,33.7,-117.76,3.449
5.8399,16.0,5.589286,0.978571,950.0,3.392857,33.63,-117.71,2.206
3.4261,16.0,5.160377,1.113208,945.0,2.971698,33.63,-117.71,2.197
4.7341,4.0,5.274754,1.130638,4762.0,2.468637,33.66,-117.67,2.374
6.5069,4.0,6.0629,1.034115,2677.0,2.853945,33.68,-117.64,2.434
4.821,16.0,5.121331,0.990215,1317.0,2.577299,33.72,-117.8,2.014
5.2124,9.0,5.329932,1.017007,675.0,2.295918,33.67,-117.81,1.996
4.6793,14.0,5.833333,1.12,852.0,2.84,33.68,-117.78,2.368
8.7385,16.0,8.244624,1.064516,1275.0,3.427419,33.69,-117.79,3.4
7.866,36.0,6.656958,1.064725,658.0,2.12945,33.56,-117.79,5.00001
4.1591,41.0,5.004963,1.2134,783.0,1.942928,33.53,-117.8,5.00001
4.4464,29.0,5.953566,1.280265,1070.0,1.774461,33.51,-117.77,5.00001
6.7861,28.0,7.386861,1.083942,617.0,2.251825,33.55,-117.77,4.991
3.875,16.0,4.0,1.0,15.0,3.0,33.67,-117.86,4.5
5.3423,16.0,4.336088,1.060606,515.0,1.418733,33.66,-117.83,2.917
5.8752,20.0,6.157667,1.058315,1192.0,2.574514,33.66,-117.81,2.742
2.4132,11.0,4.198895,1.036832,6083.0,3.734193,33.64,-117.84,1.983
10.6349,24.0,6.340361,1.042169,712.0,2.144578,33.53,-117.76,5.00001
4.5833,5.0,3.888889,1.0,384.0,2.245614,33.66,-117.84,2.304
2.2262,4.0,4.012165,1.109489,1030.0,2.506083,33.65,-117.84,2.25
3.7875,9.0,2.726496,1.136752,426.0,1.820513,33.65,-117.83,1.875
4.1103,8.0,5.385965,1.067669,950.0,2.380952,33.65,-117.83,2.504
7.8164,36.0,7.369458,1.216749,441.0,2.172414,33.6,-117.89,5.00001
7.2988,37.0,9.166667,1.344262,921.0,2.516393,33.57,-117.92,5.00001
6.3017,16.0,5.704492,1.321513,656.0,1.550827,33.61,-117.89,3.5
7.1148,28.0,6.829971,1.014409,832.0,2.397695,33.63,-117.9,5.00001
3.5426,26.0,5.301322,1.096035,2673.0,2.355066,33.66,-117.88,2.954
4.1372,33.0,4.911202,1.072404,1621.0,2.214481,33.66,-117.89,2.652
6.632,27.0,5.879218,1.062167,1402.0,2.490231,33.65,-117.9,4.411
2.625,24.0,3.484252,1.26378,590.0,2.322835,33.65,-117.91,2.179
5.0532,36.0,5.795977,1.025862,850.0,2.442529,33.64,-117.9,3.109
2.7264,32.0,4.547847,0.956938,946.0,2.263158,33.63,-117.91,3.111
4.9643,34.0,5.059184,1.002041,1131.0,2.308163,33.63,-117.92,3.179
6.5928,28.0,5.057307,1.117479,832.0,2.383954,33.62,-117.94,4.391
4.4211,35.0,5.30597,1.027363,1473.0,3.664179,33.65,-117.93,2.152
3.0708,24.0,4.155483,1.13748,1623.0,2.656301,33.64,-117.92,1.887
3.9917,17.0,4.394137,1.007818,2688.0,1.75114,33.63,-117.95,2.716
8.1839,26.0,7.900929,0.972136,925.0,2.863777,33.67,-117.94,3.67
4.2036,34.0,4.990676,0.990676,1559.0,3.634033,33.65,-117.93,2.201
4.2071,14.0,3.916929,1.056639,3148.0,1.98112,33.67,-117.92,4.309
9.6062,18.0,8.304878,1.01626,702.0,2.853659,33.66,-117.93,4.147
3.375,36.0,5.162162,1.135135,208.0,5.621622,33.71,-117.86,1.575
4.9148,16.0,5.470209,1.10467,1924.0,3.098229,33.71,-117.87,1.555
4.9153,17.0,5.203883,0.982201,1916.0,3.100324,33.7,-117.87,2.664
5.0956,21.0,5.808917,1.041401,2266.0,3.60828,33.7,-117.87,2.46
6.2488,16.0,5.461538,0.903134,1324.0,3.77208,33.71,-117.9,2.52
2.3333,31.0,3.901961,0.970588,1602.0,5.235294,33.72,-117.86,1.577
2.5651,27.0,3.794745,1.037767,2936.0,4.821018,33.75,-117.85,1.714
3.7202,30.0,4.802536,1.036232,3249.0,5.88587,33.73,-117.86,1.821
4.7639,26.0,4.740668,1.005894,2867.0,5.632613,33.73,-117.91,1.799
1.5026,10.0,3.326642,1.076642,2176.0,3.970803,33.75,-117.88,1.518
2.7632,16.0,3.305851,0.970745,1925.0,5.119681,33.74,-117.87,1.589
2.5224,19.0,3.56063,1.011024,3545.0,5.582677,33.74,-117.88,1.485
3.5972,26.0,5.285714,1.227405,1235.0,3.600583,33.78,-117.88,1.875
4.6161,30.0,5.95092,1.09407,1270.0,2.597137,33.75,-117.82,2.365
5.021,23.0,5.448598,0.990654,1574.0,2.451713,33.75,-117.81,2.522
5.2998,30.0,6.646182,1.026071,1540.0,2.867784,33.74,-117.8,2.472
3.0382,23.0,4.019724,1.067061,4088.0,2.687705,33.74,-117.83,1.836
6.9014,27.0,7.925373,1.029851,1017.0,3.035821,33.76,-117.8,3.668
9.3845,26.0,7.922252,1.010724,1074.0,2.879357,33.75,-117.79,5.00001
3.7031,25.0,5.163755,1.028384,1197.0,2.613537,33.75,-117.81,2.278
8.2653,4.0,7.231265,1.021757,3754.0,3.02498,33.79,-117.76,3.74
7.0565,32.0,7.2125,0.940625,967.0,3.021875,33.77,-117.82,3.246
4.275,26.0,6.028117,1.042787,2249.0,2.749389,33.77,-117.83,2.854
6.5308,27.0,7.209821,1.002232,1193.0,2.662946,33.76,-117.82,2.878
5.5654,32.0,6.356037,1.049536,835.0,2.585139,33.76,-117.81,2.818
3.6707,23.0,5.441176,1.072549,1226.0,2.403922,33.83,-117.83,2.314
2.378,34.0,4.259868,0.991776,1658.0,2.726974,33.79,-117.84,1.996
4.7208,19.0,4.719799,0.951342,1334.0,2.238255,33.78,-117.87,1.735
3.5893,26.0,5.411552,1.046931,755.0,2.725632,33.84,-117.88,2.385
5.1182,17.0,6.002506,1.027569,1224.0,3.067669,33.84,-117.87,2.492
2.3704,38.0,4.082353,1.043137,1592.0,3.121569,33.85,-117.92,1.661
3.2344,44.0,5.045082,1.057377,682.0,2.795082,33.85,-117.92,1.701
4.8438,36.0,5.449721,1.019553,1254.0,3.502793,33.85,-117.96,1.857
3.5455,34.0,5.637615,0.986239,1035.0,4.747706,33.84,-117.95,1.8
5.0747,35.0,4.944724,0.899497,661.0,3.321608,33.84,-117.98,1.896
5.25,35.0,5.788321,0.934307,589.0,4.29927,33.84,-117.97,1.902
4.9219,34.0,5.965517,1.005747,578.0,3.321839,33.82,-117.98,2.0
3.7655,26.0,4.352495,1.06833,2442.0,2.64859,33.82,-117.97,1.977
6.3214,34.0,6.294872,0.948718,498.0,3.192308,33.83,-117.96,2.208
3.8214,36.0,5.897436,1.012821,690.0,2.948718,33.83,-117.95,2.109
3.2969,38.0,4.733813,0.946043,671.0,2.413669,33.84,-117.92,2.2
6.0531,34.0,7.081967,0.977049,852.0,2.793443,33.84,-117.93,2.871
2.5509,32.0,3.680556,1.045635,2568.0,5.095238,33.83,-117.91,1.708
2.3843,29.0,5.328413,1.202952,1038.0,3.830258,33.82,-117.91,1.829
4.8981,18.0,5.845471,1.042629,1640.0,2.912966,33.81,-117.93,1.663
3.5268,22.0,4.493197,1.088435,1702.0,2.894558,33.81,-118.0,1.747
3.1087,24.0,4.735016,1.015773,1495.0,2.358044,33.82,-118.0,2.028
5.4631,35.0,6.589404,1.046358,1614.0,3.562914,33.8,-117.97,2.256
3.2857,21.0,3.945827,1.035139,1888.0,2.764275,33.79,-117.99,2.133
3.9479,35.0,5.362862,1.017036,2110.0,3.594549,33.78,-117.97,2.038
2.0677,29.0,3.761411,1.039419,1170.0,2.427386,33.79,-117.96,2.145
3.522,28.0,4.065242,1.079865,3282.0,3.691789,33.77,-117.92,1.903
3.7303,32.0,4.315789,1.052632,1376.0,2.586466,33.78,-117.95,1.885
2.6618,22.0,4.210131,1.078799,1543.0,2.894934,33.77,-117.97,1.796
4.0955,22.0,4.888218,1.016616,2034.0,3.072508,33.77,-117.98,1.742
